BINOMIAL,PHYLUM_NAM,CLASS_NAME,ORDER_NAME,FAMILY_NAM,GENUS_NAME,SPECIES_NA,CATEGORY
Acropora variolosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,variolosa,LC
Montipora cryptus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,cryptus,NT
Acropora lamarcki,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,lamarcki,DD
Astreopora scabra,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,scabra,LC
Montipora tuberculosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,tuberculosa,LC
Leptoseris cailleti,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,cailleti,LC
Montipora incrassata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,incrassata,NT
Palauastrea ramosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Palauastrea,ramosa,NT
Acropora willisae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,willisae,VU
Acropora walindii,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,walindii,VU
Coeloseris mayeri,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Coeloseris,mayeri,LC
Montipora danae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,danae,LC
Acropora seriata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,seriata,DD
Leptoseris explanata,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,explanata,LC
Isopora togianensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,togianensis,EN
Acropora pectinatus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pectinatus,DD
Stylocoeniella cocosensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stylocoeniella,cocosensis,VU
Acropora vaughani,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,vaughani,VU
Montipora caliculata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,caliculata,VU
Montipora aequituberculata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,aequituberculata,LC
Acropora nobilis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,nobilis,LC
Acropora plana,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,plana,DD
Montipora informis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,informis,LC
Montipora samarensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,samarensis,VU
Acropora hyacinthus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,hyacinthus,NT
Acropora longicyathus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,longicyathus,LC
Acropora pulchra,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pulchra,LC
Acropora branchi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,branchi,DD
Acropora florida,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,florida,NT
Leptoseris amitoriensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,amitoriensis,NT
Montipora stellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,stellata,LC
Acropora robusta,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,robusta,LC
Montipora hoffmeisteri,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,hoffmeisteri,LC
Acropora microphthalma,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,microphthalma,LC
Montipora peltiformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,peltiformis,NT
Anacropora puertogalerae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,puertogalerae,VU
Montipora turgescens,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,turgescens,LC
Acropora pruinosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pruinosa,DD
Montipora setosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,setosa,EN
Acropora rufus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,rufus,DD
Acropora massawensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,massawensis,DD
Astreopora randalli,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,randalli,LC
Acropora wallaceae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,wallaceae,DD
Montipora delicatula,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,delicatula,VU
Pavona xarifae,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,xarifae,DD
Acropora tutuilensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,tutuilensis,DD
Montipora millepora,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,millepora,LC
Pavona danai,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,danai,VU
Acropora glauca,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,glauca,NT
Helioseris cucullata,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Helioseris,cucullata,LC
Montipora mactanensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,mactanensis,VU
Acropora tortuosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,tortuosa,LC
Acropora cardenae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cardenae,DD
Heterocyathus aequicostatus,CNIDARIA,ANTHOZOA,SCLERACTINIA,CARYOPHYLLIIDAE,Heterocyathus,aequicostatus,LC
Astreopora incrustans,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,incrustans,VU
Acropora jacquelineae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,jacquelineae,VU
Montipora stilosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,stilosa,VU
Acropora abrolhosensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,abrolhosensis,VU
Montipora digitata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,digitata,LC
Astreopora expansa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,expansa,NT
Montipora hispida,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,hispida,LC
Acropora khayranensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,khayranensis,DD
Anacropora spinosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,spinosa,EN
Montipora flabellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,flabellata,VU
Acropora roseni,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,roseni,EN
Astreopora ocellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,ocellata,LC
Acropora pagoensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pagoensis,DD
Montipora corbettensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,corbettensis,VU
Acropora chesterfieldensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,chesterfieldensis,LC
Pavona clavus,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,clavus,LC
Acropora retusa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,retusa,VU
Isopora cuneata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,cuneata,VU
Acropora cophodactyla,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cophodactyla,DD
Acropora simplex,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,simplex,VU
Acropora nasuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,nasuta,NT
Acropora solitaryensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,solitaryensis,VU
Acropora yongei,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,yongei,LC
Anacropora matthai,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,matthai,VU
Acropora efflorescens,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,efflorescens,DD
Madracis pharensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,pharensis,LC
Acropora cerealis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cerealis,LC
Acropora hoeksemai,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,hoeksemai,VU
Madracis formosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,formosa,LC
Acropora tanegashimensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,tanegashimensis,DD
Acropora ridzwani,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,ridzwani,DD
Acropora fastigata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,fastigata,DD
Pachyseris rugosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pachyseris,rugosa,VU
Acropora caroliniana,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,caroliniana,VU
Acropora torresiana,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,torresiana,DD
Acropora scherzeriana,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,scherzeriana,DD
Isopora crateriformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,crateriformis,VU
Acropora cervicornis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cervicornis,CR
Acropora macrostoma,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,macrostoma,DD
Acropora clathrata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,clathrata,LC
Acropora orbicularis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,orbicularis,DD
Montipora confusa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,confusa,NT
Montipora taiwanensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,taiwanensis,DD
Acropora arabensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,arabensis,NT
Acropora rosaria,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,rosaria,DD
Pavona gigantea,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,gigantea,LC
Acropora squarrosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,squarrosa,LC
Gardineroseris planulata,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Gardineroseris,planulata,LC
Acropora multiacuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,multiacuta,VU
Acropora cytherea,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,cytherea,LC
Pavona cactus,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,cactus,VU
Montipora angulata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,angulata,VU
Acropora dendrum,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,dendrum,VU
Acropora globiceps,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,globiceps,VU
Pavona frondifera,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,frondifera,LC
Acropora derawanensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,derawanensis,VU
Acropora minuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,minuta,DD
Acropora rambleri,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,rambleri,DD
Isopora palifera,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,palifera,NT
Astreopora suggesta,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,suggesta,LC
Acropora insignis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,insignis,DD
Agaricia tenuifolia,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,tenuifolia,NT
Montipora dilatata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,dilatata,EN
Montipora gaimardi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,gaimardi,VU
Acropora monticulosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,monticulosa,NT
Acropora granulosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,granulosa,NT
Acropora subglabra,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,subglabra,LC
Acropora stoddarti,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,stoddarti,DD
Anacropora pillai,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,pillai,DD
Montipora hodgsoni,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,hodgsoni,VU
Acropora pichoni,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pichoni,NT
Montipora calcarea,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,calcarea,VU
Montipora foveolata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,foveolata,NT
Pavona diffluens,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,diffluens,VU
Acropora gomezi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,gomezi,DD
Montipora mollis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,mollis,LC
Acropora lovelli,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,lovelli,VU
Acropora meridiana,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,meridiana,DD
Pavona venosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,venosa,VU
Acropora loisetteae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,loisetteae,VU
Acropora parahemprichii,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,parahemprichii,DD
Acropora turaki,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,turaki,VU
Acropora anthocercis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,anthocercis,VU
Montipora grisea,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,grisea,LC
Acropora tenuis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,tenuis,NT
Isopora brueggemanni,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,brueggemanni,VU
Montipora meandrina,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,meandrina,VU
Acropora proximalis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,proximalis,DD
Montipora saudii,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,saudii,NT
Acropora grandis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,grandis,LC
Acropora sekiseiensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,sekiseiensis,DD
Montipora efflorescens,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,efflorescens,NT
Astreopora myriophthalma,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,myriophthalma,LC
Acropora lutkeni,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,lutkeni,NT
Acropora valenciennesi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,valenciennesi,LC
Montipora pachytuberculata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,pachytuberculata,DD
Astreopora listeri,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,listeri,LC
Acropora pharaonis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,pharaonis,VU
Acropora secale,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,secale,NT
Montipora friabilis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,friabilis,VU
Acropora indonesia,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,indonesia,VU
Acropora filiformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,filiformis,DD
Acropora russelli,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,russelli,VU
Acropora ocellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,ocellata,DD
Acropora elegans,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,elegans,VU
Acropora austera,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,austera,NT
Acropora abrotanoides,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,abrotanoides,LC
Pavona varians,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,varians,LC
Agaricia agaricites,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,agaricites,LC
Astreopora eliptica,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Astreopora,eliptica,DD
Acropora elseyi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,elseyi,LC
Montipora cocosensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,cocosensis,VU
Agaricia fragilis,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,fragilis,DD
Pavona minuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,minuta,NT
Acropora appressa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,appressa,NT
Acropora parilis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,parilis,DD
Montipora kellyi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,kellyi,DD
Madracis carmabi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,carmabi,DD
Stylocoeniella guentheri,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Stylocoeniella,guentheri,LC
Anacropora reticulata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,reticulata,VU
Montipora australiensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,australiensis,VU
Acropora aspera,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,aspera,VU
Acropora carduus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,carduus,NT
Acropora prostrata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,prostrata,DD
Acropora valida,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,valida,LC
Acropora elegantula,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,elegantula,DD
Acropora vermiculata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,vermiculata,DD
Leptoseris striata,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,striata,NT
Acropora polystoma,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,polystoma,VU
Acropora tumida,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,tumida,DD
Acropora forskali,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,forskali,DD
Acropora kirstyae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,kirstyae,VU
Isopora cylindrica,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Isopora,cylindrica,DD
Montipora spumosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,spumosa,LC
Pavona maldivensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,maldivensis,LC
Acropora formosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,formosa,NT
Pachyseris gemmae,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pachyseris,gemmae,NT
Acropora striata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,striata,VU
Montipora verruculosus,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,verruculosus,VU
Madracis asanoi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ASTROCOENIIDAE,Madracis,asanoi,DD
Agaricia grahamae,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Agaricia,grahamae,LC
Anacropora forbesi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Anacropora,forbesi,LC
Leptoseris tubulifera,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Leptoseris,tubulifera,LC
Acropora suharsonoi,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,suharsonoi,EN
Acropora batunai,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,batunai,VU
Acropora halmaherae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,halmaherae,DD
Acropora echinata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,echinata,VU
Montipora spongiosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,spongiosa,LC
Acropora palmerae,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,palmerae,VU
Montipora capitata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,capitata,NT
Acropora convexa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,convexa,DD
Pavona chiriquiensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,AGARICIIDAE,Pavona,chiriquiensis,LC
Montipora venosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Montipora,venosa,NT
Heterocyathus alternatus,CNIDARIA,ANTHOZOA,SCLERACTINIA,CARYOPHYLLIIDAE,Heterocyathus,alternatus,LC
Acropora palmata,CNIDARIA,ANTHOZOA,SCLERACTINIA,ACROPORIDAE,Acropora,palmata,CR
