BINOMIAL,PHYLUM_NAM,CLASS_NAME,ORDER_NAME,FAMILY_NAM,GENUS_NAME,SPECIES_NA,CATEGORY
Mycedium robokaki,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,robokaki,LC
Siderastrea glynni,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Siderastrea,glynni,CR
Podabacia motuporensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Podabacia,motuporensis,NT
Platygyra carnosus,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,carnosus,NT
Isophyllastrea rigida,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Isophyllastrea,rigida,LC
Porites cylindrica,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,cylindrica,NT
Fungia vaughani,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,vaughani,LC
Cyphastrea agassizi,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,agassizi,VU
Hydnophora pilosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,pilosa,LC
Alveopora gigas,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,gigas,VU
Echinophyllia costata,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Echinophyllia,costata,VU
Porites solida,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,solida,LC
Merulina scheeri,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Merulina,scheeri,LC
Montastrea curta,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastrea,curta,LC
Psammocora obtusangula,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,obtusangula,NT
Porites furcata,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,furcata,LC
Coscinaraea crassa,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,crassa,NT
Goniopora somaliensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,somaliensis,LC
Porites nodifera,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,nodifera,LC
Mycetophyllia aliciae,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mycetophyllia,aliciae,LC
Pocillopora fungiformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,fungiformis,EN
Fungia fungites,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,fungites,NT
Acanthastrea faviaformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,faviaformis,VU
Porites lichen,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,lichen,LC
Porites napopora,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,napopora,VU
Favia truncatus,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,truncatus,LC
Echinomorpha nishihirai,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Echinomorpha,nishihirai,NT
Fungia scabra,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,scabra,LC
Oxypora convoluta,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Oxypora,convoluta,DD
Goniastrea columella,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,columella,NT
Echinopora lamellosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,lamellosa,LC
Merulina ampliata,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Merulina,ampliata,LC
Turbinaria reniformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,reniformis,VU
Euphyllia divisa,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,divisa,NT
Porites monticulosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,monticulosa,LC
Dichocoenia stokesii,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Dichocoenia,stokesii,VU
Leptastrea transversa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,transversa,LC
Halomitra pileus,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Halomitra,pileus,LC
Mycetophyllia lamarckiana,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mycetophyllia,lamarckiana,LC
Favites paraflexuosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,paraflexuosa,NT
Porites excavata,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,excavata,DD
Psammocora verrilli,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,verrilli,DD
Porites panamensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,panamensis,LC
Podabacia sinai,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Podabacia,sinai,DD
Calathiscus tantillus,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Calathiscus,tantillus,DD
Meandrina meandrites,CNIDARIA,ANTHOZOA,SCLERACTINIA,MEANDRINIDAE,Meandrina,meandrites,LC
Oculina valenciennesi,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Oculina,valenciennesi,DD
Cyphastrea microphthalma,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,microphthalma,LC
Echinophyllia patula,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Echinophyllia,patula,LC
Porites densa,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,densa,NT
Turbinaria patula,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,patula,VU
Lithophyllon ranjithi,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Lithophyllon,ranjithi,EN
Favia albidus,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,albidus,NT
Acanthastrea hemprichii,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,hemprichii,VU
Leptastrea aequalis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,aequalis,VU
Alveopora verrilliana,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,verrilliana,VU
Porites cumulatus,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,cumulatus,VU
Podabacia crustacea,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Podabacia,crustacea,LC
Psammocora digitata,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,digitata,NT
Porites lobata,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,lobata,NT
Pectinia maxima,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Pectinia,maxima,EN
Pocillopora setichelli,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,setichelli,LC
Porites heronensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,heronensis,LC
Cladocora arbuscula,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cladocora,arbuscula,LC
Acanthastrea hillae,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,hillae,NT
Porites deformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,deformis,NT
Psammocora albopicta,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,albopicta,DD
Trachyphyllia geoffroyi,CNIDARIA,ANTHOZOA,SCLERACTINIA,TRACHYPHYLLIIDAE,Trachyphyllia,geoffroyi,NT
Favites russelli,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,russelli,NT
Cyphastrea chalcidicum,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cyphastrea,chalcidicum,LC
Porites evermanni,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,evermanni,DD
Seriatopora stellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,stellata,NT
Lobophyllia dentatus,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,dentatus,VU
Oculina tenella,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Oculina,tenella,DD
Seriatopora caliendrum,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,caliendrum,NT
Acanthastrea rotundoflora,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,rotundoflora,NT
Favia veroni,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,veroni,NT
Pectinia crassa,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Pectinia,crassa,DD
Psammocora interstinctus,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,interstinctus,DD
Euphyllia yaeyamaensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,yaeyamaensis,NT
Pocillopora zelli,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,zelli,LC
Alveopora allingi,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,allingi,VU
Coscinaraea hahazimaensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,hahazimaensis,VU
Porites okinawensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,okinawensis,VU
Echinopora irregularis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,irregularis,DD
Echinopora pacificus,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,pacificus,NT
Pectinia elongata,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Pectinia,elongata,NT
Alveopora spongiosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,spongiosa,NT
Montastraea cavernosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastraea,cavernosa,LC
Hydnophora grandis,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Hydnophora,grandis,LC
Siderastrea savignyana,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Siderastrea,savignyana,LC
Galaxea longisepta,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,longisepta,NT
Favia lacuna,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,lacuna,NT
Mycetophyllia ferox,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mycetophyllia,ferox,VU
Fungia somervillei,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,somervillei,LC
Platygyra acuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,acuta,NT
Favia leptophylla,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,leptophylla,DD
Favia matthaii,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,matthaii,NT
Diploastrea heliopora,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Diploastrea,heliopora,NT
Australomussa rowleyensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Australomussa,rowleyensis,NT
Caulastrea furcata,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Caulastrea,furcata,LC
Siderastrea siderea,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Siderastrea,siderea,LC
Favia speciosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,speciosa,LC
Oxypora lacera,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Oxypora,lacera,LC
Galaxea fascicularis,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,fascicularis,NT
Galaxea horrescens,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Galaxea,horrescens,LC
Echinophyllia aspera,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Echinophyllia,aspera,LC
Stylophora kuehlmanni,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Stylophora,kuehlmanni,LC
Platygyra sinensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,sinensis,LC
Goniopora palmensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,palmensis,LC
Alveopora minuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,minuta,EN
Porites compressa,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,compressa,LC
Coscinaraea monile,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,monile,LC
Mussa angulosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Mussa,angulosa,LC
Acanthastrea brevis,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Acanthastrea,brevis,VU
Mycedium umbra,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,umbra,LC
Sandalolitha dentata,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Sandalolitha,dentata,LC
Euphyllia paraglabrescens,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,paraglabrescens,VU
Favites bestae,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,bestae,NT
Lobophyllia corymbosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,corymbosa,LC
Goniastrea deformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Goniastrea,deformis,VU
Oculina patagonica,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Oculina,patagonica,LC
Barabattoia amicorum,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Barabattoia,amicorum,LC
Favites acuticollis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,acuticollis,NT
Platygyra pini,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,pini,LC
Fungia tenuis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,tenuis,LC
Montastrea magnistellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastrea,magnistellata,NT
Heliofungia actiniformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Heliofungia,actiniformis,VU
Siderastrea stellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Siderastrea,stellata,DD
Psammocora contigua,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,contigua,NT
Schizoculina fissipara,CNIDARIA,ANTHOZOA,SCLERACTINIA,OCULINIDAE,Schizoculina,fissipara,DD
Goniopora pandoraensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,pandoraensis,LC
Platygyra ryukyuensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,ryukyuensis,NT
Cantharellus doederleini,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Cantharellus,doederleini,LC
Goniopora eclipsensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,eclipsensis,LC
Turbinaria radicalis,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,radicalis,NT
Porites divaricata,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,divaricata,LC
Ctenactis echinata,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Ctenactis,echinata,LC
Psammocora vaughani,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,vaughani,NT
Echinopora tiranensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,tiranensis,DD
Porites nigrescens,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,nigrescens,VU
Oulophyllia crispa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Oulophyllia,crispa,NT
Platygyra contorta,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,contorta,LC
Pocillopora verrucosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,verrucosa,LC
Lithophyllon undulatum,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Lithophyllon,undulatum,NT
Scapophyllia cylindrica,CNIDARIA,ANTHOZOA,SCLERACTINIA,MERULINIDAE,Scapophyllia,cylindrica,LC
Coscinaraea marshae,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,marshae,LC
Echinopora fruticulosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,fruticulosa,NT
Goniopora sultani,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,sultani,LC
Platygyra lamellina,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,lamellina,NT
Fungia fragilis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FUNGIIDAE,Fungia,fragilis,LC
Blastomussa wellsi,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Blastomussa,wellsi,NT
Favites halicora,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,halicora,NT
Porites annae,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,annae,NT
Porites somaliensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,somaliensis,NT
Leptoria irregularis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptoria,irregularis,VU
Psammocora nierstraszi,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,nierstraszi,LC
Porites arnaudi,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,arnaudi,LC
Goniopora polyformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,polyformis,VU
Montastrea colemani,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Montastrea,colemani,NT
Porites desilveri,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,desilveri,EN
Seriatopora hystrix,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,hystrix,LC
Alveopora daedalea,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Alveopora,daedalea,VU
Erythrastrea flabellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Erythrastrea,flabellata,NT
Leptastrea bewickensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Leptastrea,bewickensis,NT
Seriatopora aculeata,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Seriatopora,aculeata,VU
Australogyra zelli,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Australogyra,zelli,VU
Echinopora mammiformis,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,mammiformis,NT
Anomastraea irregularis,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Anomastraea,irregularis,VU
Psammocora ramosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,ramosa,DD
Echinopora grandicula,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Echinopora,grandicula,DD
Cladocora caespitosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Cladocora,caespitosa,DD
Porites harrisoni,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,harrisoni,NT
Lobophyllia diminuta,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,diminuta,VU
Favites complanata,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,complanata,NT
Pocillopora effusus,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Pocillopora,effusus,DD
Mycedium mancaoi,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Mycedium,mancaoi,LC
Lobophyllia pachysepta,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Lobophyllia,pachysepta,NT
Euphyllia ancora,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,ancora,VU
Turbinaria peltata,CNIDARIA,ANTHOZOA,SCLERACTINIA,DENDROPHYLLIIDAE,Turbinaria,peltata,VU
Favites vasta,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favites,vasta,NT
Porites murrayensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,murrayensis,NT
Platygyra verweyi,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Platygyra,verweyi,NT
Scolymia vitiensis,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Scolymia,vitiensis,NT
Barabattoia laddi,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Barabattoia,laddi,VU
Psammocora stellata,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Psammocora,stellata,VU
Porites ericacea,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,ericacea,DD
Porites brighami,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Porites,brighami,LC
Symphyllia hassi,CNIDARIA,ANTHOZOA,SCLERACTINIA,MUSSIDAE,Symphyllia,hassi,VU
Pectinia alcicornis,CNIDARIA,ANTHOZOA,SCLERACTINIA,PECTINIIDAE,Pectinia,alcicornis,VU
Euphyllia paraancora,CNIDARIA,ANTHOZOA,SCLERACTINIA,EUPHYLLIDAE,Euphyllia,paraancora,VU
Favia rosaria,CNIDARIA,ANTHOZOA,SCLERACTINIA,FAVIIDAE,Favia,rosaria,VU
Stylophora pistillata,CNIDARIA,ANTHOZOA,SCLERACTINIA,POCILLOPORIDAE,Stylophora,pistillata,NT
Coscinaraea columna,CNIDARIA,ANTHOZOA,SCLERACTINIA,SIDERASTREIDAE,Coscinaraea,columna,LC
Goniopora cellulosa,CNIDARIA,ANTHOZOA,SCLERACTINIA,PORITIDAE,Goniopora,cellulosa,VU
Millepora latifolia,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,latifolia,VU
Millepora alcicornis,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,alcicornis,LC
Millepora murrayi,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,murrayi,NT
Millepora intricata,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,intricata,LC
Millepora platyphylla,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,platyphylla,LC
Millepora dichotoma,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,dichotoma,LC
Millepora braziliensis,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,braziliensis,DD
Millepora tuberosa,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,tuberosa,EN
Millepora complanata,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,complanata,LC
Millepora striata,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,striata,EN
Millepora squarrosa,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,squarrosa,LC
Heliopora coerulea,CNIDARIA,ANTHOZOA,HELIOPORACEA,HELIOPORIDAE,Heliopora,coerulea,VU
Millepora foveolata,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,foveolata,VU
Millepora tenera,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,tenera,LC
Millepora exaesa,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,exaesa,LC
Millepora boschmai,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,boschmai,CR
Millepora nitida,CNIDARIA,HYDROZOA,MILLEPORINA,MILLEPORIDAE,Millepora,nitida,DD